Time,Amplitude,Heart_Rate,SPO2,Blood_Pressure,Temperature
2.48,0.02,165,92.1,139/89,37.3
2.484,0.005,109,95.1,102/82,37.2
2.488,-0.015,155,91.2,100/87,36.3
2.492,-0.02,129,91.7,110/89,37.2
2.496,-0.045,104,92.9,127/75,36.5
2.5,-0.045,132,94.1,136/84,36.9
2.504,-0.03,164,92.4,118/78,36.3
2.508,-0.05,117,93.4,109/80,37.4
2.512,-0.055,148,88.3,107/88,37.2
2.516,-0.06,110,88.0,133/78,36.3
2.52,-0.03,125,93.4,127/82,36.0
2.524,-0.015,162,93.7,106/85,36.2
2.528,0.015,158,94.3,123/76,36.9
2.532,-0.005,126,88.6,137/70,36.5
2.536,0.005,148,89.4,129/78,36.7
2.54,0.01,176,89.5,127/75,36.3
2.544,0.025,132,93.4,136/87,36.5
2.548,0.045,100,90.0,134/75,37.1
2.552,0.06,120,93.5,103/84,37.3
2.556,0.06,154,93.1,127/76,37.1
2.56,0.035,105,93.3,135/80,36.6
2.564,-0.005,168,88.1,118/81,36.8
2.568,-0.005,104,90.0,127/77,36.7
2.572,0.02,102,92.6,100/82,36.1
2.576,0.06,152,93.0,117/78,36.1
2.58,0.045,122,91.4,109/84,36.4
2.584,0.05,152,92.1,101/72,37.0
2.588,0.05,136,95.7,116/85,37.1
2.592,0.04,173,88.7,127/83,37.1
2.596,0.015,173,90.2,134/85,37.2
2.6,0.01,116,93.5,135/79,36.6
2.604,0.035,177,94.4,135/80,37.1
2.608,0.015,172,91.3,137/87,36.5
2.612,0.07,100,92.3,124/72,36.3
2.616,0.065,150,90.4,134/70,36.2
2.62,0.07,144,89.0,124/75,37.4
2.624,0.105,176,89.4,136/74,37.1
2.628,0.09,103,90.5,112/74,37.4
2.632,0.145,161,94.9,111/78,36.9
2.636,0.145,164,93.0,114/70,37.4
2.64,0.155,131,93.2,118/75,36.1
2.644,0.18,133,94.4,108/73,36.4
2.648,0.175,171,92.5,103/89,36.9
2.652,0.145,138,95.1,101/86,36.5
2.656,0.115,125,94.8,114/88,37.5
2.66,0.135,133,91.5,139/79,36.8
2.664,0.14,153,91.9,123/87,36.3
2.668,0.14,102,91.7,105/78,36.8
2.672,0.185,149,90.0,109/70,37.3
2.676,0.175,111,93.4,102/70,36.6
2.68,0.095,164,90.8,109/85,36.1
2.684,0.035,153,91.1,124/85,36.7
2.688,0.215,104,90.2,114/89,37.0
2.692,0.635,156,92.3,130/73,36.5
2.696,1.14,116,90.9,138/86,36.4
2.7,1.725,146,90.8,117/76,36.5
2.704,2.295,122,95.1,112/75,36.6
2.708,2.93,178,93.7,109/73,36.9
2.712,3.565,113,93.6,128/70,36.8
2.716,4.115,165,91.9,129/70,37.1
2.72,4.31,174,90.0,115/70,36.4
2.724,4.435,150,93.8,116/82,37.4
2.728,3.97,137,93.6,136/73,36.1
2.732,3.435,163,91.1,109/71,36.7
2.736,3.365,137,95.0,105/86,36.2
2.74,3.185,149,88.5,137/77,36.1
2.744,2.545,129,90.2,104/78,36.9
2.748,1.905,178,89.8,111/85,37.0
2.752,1.265,150,88.1,130/81,37.5
2.756,0.625,162,93.1,124/86,37.1
2.76,-0.015,151,96.0,126/76,36.8
2.764,-0.655,137,91.4,130/75,36.9
2.768,-1.295,178,92.8,134/88,36.7
2.772,-1.105,129,95.3,115/88,36.5
2.776,-0.975,150,89.4,115/81,36.9
2.78,-0.865,104,95.3,135/87,36.3
2.784,-0.8,128,92.9,106/71,37.4
2.788,-0.695,103,88.0,109/74,36.6
2.792,-0.645,109,92.2,108/73,36.1
2.796,-0.64,155,91.9,113/77,37.0
2.8,-0.63,116,95.3,139/75,37.3
2.804,-0.625,173,91.9,124/71,36.8
2.808,-0.63,116,88.7,133/72,37.0
2.812,-0.64,168,94.7,107/72,37.3
2.816,-0.625,133,95.9,104/87,37.1
2.82,-0.62,105,95.8,138/79,36.0
2.824,-0.66,152,89.9,101/73,37.2
2.828,-0.645,165,92.1,104/82,37.4
2.832,-0.695,176,89.3,107/75,36.3
2.836,-0.745,142,90.5,111/77,36.1
2.84,-0.72,174,88.5,111/87,37.3
2.844,-0.715,122,88.8,139/87,37.5
2.848,-0.76,154,91.3,104/70,36.6
2.852,-0.77,179,88.7,118/86,37.4
2.856,-0.765,174,95.1,114/79,36.2
2.86,-0.775,115,93.8,117/85,37.2
2.864,-0.8,107,89.4,138/78,37.4
2.868,-0.805,103,95.8,114/74,36.8
2.872,-0.845,103,88.4,129/71,36.9
2.876,-0.865,155,89.9,130/89,36.8
2.88,-0.895,124,89.0,107/89,37.3
2.884,-0.905,166,94.6,138/83,36.8
2.888,-0.94,166,95.6,119/84,36.3
2.892,-0.945,126,95.1,103/78,36.8
2.896,-0.97,131,94.1,106/77,37.4
2.9,-0.975,149,94.0,133/86,37.4
2.904,-1.01,160,95.7,123/78,36.9
2.908,-1.05,150,94.6,104/87,37.2
2.912,-1.05,118,89.8,110/72,36.3
2.916,-1.055,120,95.4,121/71,36.9
2.92,-1.055,104,95.2,106/72,37.4
2.924,-1.045,141,89.5,111/83,37.4
2.928,-1.065,160,91.3,124/82,36.4
2.932,-1.09,121,93.9,138/74,37.2
2.936,-1.11,120,94.3,131/86,37.5
2.94,-1.2,169,92.8,118/75,37.4
2.944,-1.235,100,88.9,137/86,36.4
2.948,-1.195,104,91.0,132/79,37.0
2.952,-1.24,111,94.1,106/81,36.6
2.956,-1.25,145,89.8,122/82,36.7
2.96,-1.29,133,95.8,121/87,36.7
2.964,-1.3,148,92.6,105/78,36.5
2.968,-1.315,177,93.4,122/81,36.5
2.972,-1.365,144,93.0,111/75,36.2
2.976,-1.37,126,94.5,115/86,37.1
2.98,-1.395,172,93.2,126/80,36.4
2.984,-1.38,125,94.4,108/78,37.2
2.988,-1.415,146,95.3,100/89,36.5
2.992,-1.43,155,92.1,122/83,37.0
2.996,-1.455,162,90.0,136/76,36.9
3.0,-1.46,147,92.7,129/89,37.0
3.004,-1.475,160,93.6,107/79,36.1
3.008,-1.505,125,89.7,126/73,37.2
3.012,-1.565,135,93.5,104/71,36.7
3.016,-1.59,100,95.0,106/85,37.4
3.02,-1.61,107,94.5,127/81,36.8
3.024,-1.655,151,90.5,104/86,36.4
3.028,-1.675,178,90.9,106/80,36.6
3.032,-1.715,146,93.7,125/78,36.6
3.036,-1.705,155,95.9,139/76,36.1
3.04,-1.705,113,89.3,119/84,37.2
3.044,-1.75,127,90.3,104/85,36.8
3.048,-1.73,177,88.1,126/79,37.5
3.052,-1.735,101,90.8,102/89,36.1
3.056,-1.75,125,95.1,125/83,37.4
3.06,-1.745,113,95.7,126/89,36.4
3.064,-1.745,158,93.4,128/73,36.5
3.068,-1.695,155,93.5,105/74,36.4
3.072,-1.68,106,91.4,139/77,37.5
3.076,-1.645,102,89.3,136/81,36.4
3.08,-1.63,122,93.8,136/84,37.4
3.084,-1.59,117,92.9,102/84,36.1
3.088,-1.52,137,92.5,109/82,36.1
3.092,-1.45,114,94.3,118/81,36.1
3.096,-1.405,163,88.1,137/86,36.9
3.1,-1.37,127,92.9,124/75,36.2
3.104,-1.26,173,92.8,109/79,36.1
3.108,-1.195,138,95.5,127/83,36.1
3.112,-1.12,156,95.1,127/89,37.3
3.116,-1.055,116,89.5,103/84,37.3
3.12,-0.97,143,94.7,111/84,36.6
3.124,-0.885,124,88.9,126/75,36.6
3.128,-0.795,116,94.1,123/76,36.5
3.132,-0.7,112,90.6,120/86,36.5
3.136,-0.625,124,91.9,122/77,37.5
3.14,-0.515,167,92.5,108/86,36.4
3.144,-0.445,109,93.4,121/77,37.0
3.148,-0.375,166,89.0,134/71,36.0
3.152,-0.275,117,94.8,115/86,37.0
3.156,-0.255,133,94.0,110/73,37.1
3.16,-0.15,107,91.5,134/73,37.3
3.164,-0.055,139,89.2,114/84,36.5
3.168,-0.015,141,88.2,126/86,37.5
3.172,0.03,140,93.4,124/73,36.8
3.176,0.13,105,89.8,102/89,37.3
3.18,0.205,151,93.0,134/82,36.6
3.184,0.225,125,90.6,112/84,37.1
3.188,0.245,163,88.5,117/75,36.6
3.192,0.27,158,92.1,119/72,37.3
3.196,0.31,155,90.4,125/84,36.1
3.2,0.36,158,94.5,112/84,37.4
3.204,0.4,169,93.3,116/85,36.4
3.208,0.41,132,92.4,108/82,37.5
3.212,0.455,152,95.8,117/73,37.3
3.216,0.48,121,93.3,115/82,37.5
3.22,0.47,120,95.5,136/86,37.5
3.224,0.47,169,94.5,133/83,36.0
3.228,0.46,169,94.8,138/72,36.7
3.232,0.515,103,95.2,135/84,36.9
3.236,0.53,174,94.5,124/79,36.8
3.24,0.54,161,93.3,104/71,37.0
3.244,0.535,161,91.7,121/82,36.6
3.248,0.53,123,89.1,104/73,37.2
3.252,0.52,154,92.7,122/75,36.2
3.256,0.505,108,94.4,138/79,37.0
3.26,0.485,102,91.0,130/84,36.3
3.264,0.465,130,95.1,124/76,37.5
3.268,0.465,139,88.4,100/71,37.0
3.272,0.44,135,89.0,133/78,36.7
3.276,0.42,123,90.1,123/74,36.5
3.28,0.425,105,88.4,133/70,36.5
3.284,0.435,165,90.9,125/82,36.7
3.288,0.43,174,92.7,119/89,37.0
3.292,0.415,103,95.4,130/78,36.8
3.296,0.395,178,88.2,135/81,36.8
3.3,0.405,105,95.5,114/81,37.4
3.304,0.41,150,95.4,136/82,36.1
3.308,0.4,161,89.3,120/88,36.4
3.312,0.4,156,89.1,139/79,37.1
3.316,0.355,165,95.9,110/75,36.8
3.32,0.35,178,89.3,120/72,37.3
3.324,0.315,174,89.0,127/80,37.3
3.328,0.265,107,89.0,122/87,36.7
3.332,0.205,125,89.3,114/88,36.8
3.336,0.22,150,92.9,139/87,36.4
3.34,0.23,144,89.3,133/85,37.3
3.344,0.22,143,91.8,111/71,37.2
3.348,0.2,104,94.8,135/83,36.7
3.352,0.165,169,92.2,119/81,37.3
3.356,0.135,125,88.8,108/75,36.3
3.36,0.14,167,91.5,114/82,36.2
3.364,0.13,118,91.3,136/82,37.5
3.368,0.12,119,91.2,127/81,36.5
3.372,0.125,111,90.3,137/85,37.5
3.376,0.11,146,89.6,135/76,37.0
3.38,0.115,100,90.8,135/80,37.1
3.384,0.085,113,90.1,110/77,36.4
3.388,0.04,163,93.9,135/84,36.2
3.392,0.04,137,92.4,112/76,36.4
3.396,0.035,136,90.9,115/76,36.5
3.4,0.065,110,94.3,139/85,37.0
3.404,0.08,176,94.9,125/74,36.8
3.408,0.075,102,91.5,127/86,37.1
3.412,0.035,132,91.4,118/82,36.1
3.416,0.065,105,88.1,124/88,36.4
3.42,0.04,149,92.0,109/71,36.8
3.424,0.0,109,89.9,124/78,36.4
3.428,-0.03,104,88.3,113/86,37.5
3.432,-0.05,122,94.7,139/80,37.4
3.436,-0.095,109,91.2,113/75,37.1
3.44,-0.06,143,95.8,125/71,36.6
3.444,-0.01,101,91.4,109/77,36.0
3.448,-0.04,112,91.4,128/74,37.0
3.452,-0.055,139,94.6,110/85,36.4
3.456,-0.055,101,92.3,107/88,36.5
3.46,-0.05,164,90.5,104/77,37.2
3.464,-0.04,162,89.2,120/73,37.5
3.468,-0.07,172,91.8,110/79,36.9
3.472,-0.005,116,90.8,123/84,37.4
3.476,-0.005,108,94.3,118/87,37.2
3.48,0.005,174,93.4,116/70,37.1
3.484,0.035,114,88.6,122/87,37.5
3.488,0.065,123,91.8,111/75,36.4
3.492,0.09,137,90.4,117/76,36.5
3.496,0.08,134,89.6,138/86,37.2
3.5,0.085,148,90.1,124/72,37.3
3.504,0.09,168,93.8,100/70,37.1
3.508,0.095,161,88.5,104/87,37.1
3.512,0.065,159,94.0,127/75,36.5
3.516,0.07,149,95.1,128/74,37.2
3.52,0.065,177,88.4,115/70,36.9
3.524,0.09,174,88.9,115/76,37.3
3.528,0.03,108,88.3,103/87,37.2
3.532,0.02,133,93.1,101/89,37.0
3.536,0.03,175,89.7,113/75,37.3
3.54,0.075,134,91.5,133/85,36.8
3.544,0.035,100,92.6,112/74,36.2
3.548,0.005,139,89.9,114/84,36.8
3.552,-0.015,163,93.4,119/84,37.3
3.556,0.015,121,92.2,127/81,37.4
3.56,0.01,159,92.5,128/82,37.0
3.564,0.025,163,88.5,131/79,36.6
3.568,0.025,171,95.3,127/77,37.0
3.572,0.04,110,92.3,110/76,36.1
3.576,0.015,113,88.1,136/72,36.0
3.58,0.025,159,92.9,129/86,37.1
3.584,0.0,129,91.4,139/89,37.2
3.588,-0.005,134,94.6,103/75,36.4
3.592,-0.02,136,90.9,134/70,37.2
3.596,-0.045,104,93.4,129/73,36.0
3.6,-0.035,177,89.4,116/79,37.4
3.604,-0.05,125,93.8,104/79,36.8
3.608,-0.08,161,88.9,136/83,36.3
3.612,-0.035,103,89.3,133/71,37.4
3.616,-0.04,141,90.0,138/71,36.1
3.62,-0.015,117,94.8,123/71,36.4
3.624,0.0,139,90.2,132/71,37.1
3.628,0.015,171,95.8,112/85,37.3
3.632,0.01,138,88.8,126/79,37.0
3.636,0.01,113,92.0,116/78,37.0
3.64,0.035,131,91.9,135/76,36.3
3.644,0.055,150,88.0,131/70,36.2
3.648,0.09,137,92.1,125/88,37.1
3.652,0.12,122,89.1,114/80,36.8
3.656,0.17,162,95.3,128/87,36.7
3.66,0.14,114,94.2,127/81,36.9
3.664,0.18,124,90.8,131/87,36.7
3.668,0.225,116,89.9,127/84,37.3
3.672,0.245,165,93.6,119/73,36.3
3.676,0.295,177,90.7,127/87,36.9
3.68,0.33,152,93.3,120/74,37.4
3.684,0.365,150,93.3,114/72,37.0
3.688,0.405,138,90.3,132/79,37.1
3.692,0.445,150,88.1,139/88,37.1
3.696,0.31,169,94.6,105/81,36.5
3.7,0.31,105,92.3,118/82,37.4
3.704,0.595,166,89.8,101/81,36.2
3.708,1.04,106,95.4,101/86,36.6
3.712,1.56,150,92.9,113/79,36.3
3.716,2.075,171,94.6,132/79,36.6
3.72,2.61,141,94.2,116/82,36.3
3.724,3.245,163,88.6,126/81,36.5
3.728,3.85,114,88.2,107/84,36.6
3.732,3.995,128,92.2,106/77,36.4
3.736,4.06,132,91.4,116/73,36.8
3.74,4.145,126,88.6,133/81,36.4
3.744,3.74,135,90.4,101/82,36.6
3.748,3.26,128,92.3,102/88,37.4
3.752,3.23,137,94.3,112/85,36.4
3.756,2.935,156,93.6,114/75,36.3
3.76,2.295,126,92.9,134/73,36.3
3.764,1.655,154,93.6,104/89,36.5
3.768,1.015,132,91.0,128/74,36.5
3.772,0.375,167,92.4,111/79,36.7
3.776,-0.265,165,90.7,105/86,36.9
3.78,-0.905,109,91.3,139/77,36.3
3.784,-1.385,104,92.9,115/73,36.5
3.788,-1.09,173,94.0,124/84,36.3
3.792,-0.965,137,95.9,105/71,36.1
3.796,-0.89,112,91.0,113/87,36.8
3.8,-0.785,130,94.9,127/89,36.9
3.804,-0.73,146,89.3,106/89,36.7
3.808,-0.72,151,91.0,126/70,37.0
3.812,-0.69,155,94.1,105/79,36.9
3.816,-0.68,114,93.4,110/84,37.1
3.82,-0.695,128,95.6,126/89,36.5
3.824,-0.695,107,91.8,127/80,36.7
3.828,-0.715,104,92.8,137/77,36.2
3.832,-0.685,128,89.9,100/80,36.9
3.836,-0.7,146,90.5,104/85,36.4
3.84,-0.75,167,90.6,100/76,36.7
3.844,-0.73,175,95.2,137/75,36.8
3.848,-0.735,144,95.0,123/85,37.3
3.852,-0.72,101,93.7,139/72,37.4
3.856,-0.665,126,88.1,115/70,36.9
3.86,-0.695,135,91.7,125/73,37.5
3.864,-0.64,135,89.3,104/77,36.2
3.868,-0.595,125,94.4,106/79,36.2
3.872,-0.63,142,94.3,130/72,36.5
3.876,-0.625,126,91.0,106/86,36.2
3.88,-0.625,168,88.3,121/80,37.0
3.884,-0.61,119,93.4,126/85,36.2
3.888,-0.58,110,92.9,126/73,37.2
3.892,-0.61,173,93.5,114/77,36.6
3.896,-0.62,137,89.4,111/70,37.3
3.9,-0.63,105,94.7,107/85,37.4
3.904,-0.67,171,95.3,100/81,36.1
3.908,-0.69,122,94.7,111/84,36.7
3.912,-0.73,146,88.3,116/78,37.1
3.916,-0.705,145,95.6,134/86,36.2
3.92,-0.72,111,93.7,121/86,37.1
3.924,-0.745,112,95.5,125/83,37.3
3.928,-0.78,161,95.3,115/71,37.0
3.932,-0.755,159,94.9,130/83,36.1
3.936,-0.79,142,92.5,101/86,36.7
3.94,-0.805,175,90.2,122/74,37.1
3.944,-0.875,167,94.0,122/81,36.2
3.948,-0.93,104,91.4,114/83,37.4
3.952,-0.95,136,89.7,111/80,36.4
3.956,-0.95,171,95.0,123/81,37.2
3.96,-0.99,130,91.2,136/84,37.3
3.964,-1.03,108,93.5,103/85,37.4
3.968,-1.055,150,92.8,100/85,36.3
3.972,-1.09,128,94.5,103/74,36.1
3.976,-1.12,177,91.1,116/79,36.7
3.98,-1.17,139,88.1,103/86,37.2
3.984,-1.23,140,90.0,116/81,36.6
3.988,-1.26,110,92.8,119/88,36.2
3.992,-1.305,122,89.8,103/89,36.7
3.996,-1.34,100,89.4,112/74,36.7
4.0,-1.385,145,93.5,125/81,36.1
4.004,-1.43,120,95.1,106/81,36.2
4.008,-1.42,135,92.6,130/80,37.4
4.012,-1.43,153,94.1,131/83,37.0
4.016,-1.425,156,92.8,101/79,36.4
4.02,-1.515,100,89.8,131/86,36.9
4.024,-1.51,162,95.0,116/75,36.3
4.028,-1.495,153,95.5,123/78,37.3
4.032,-1.475,154,89.7,136/84,37.0
4.036,-1.465,139,93.0,101/73,36.6
4.04,-1.51,114,88.7,138/87,36.2
4.044,-1.535,120,95.6,124/88,36.1
4.048,-1.53,146,95.8,112/84,36.8
4.052,-1.54,172,93.0,102/78,36.2
4.056,-1.54,152,94.4,137/88,37.2
4.06,-1.495,108,90.5,127/77,36.9
4.064,-1.43,173,93.0,122/79,36.7
4.068,-1.405,151,93.4,124/72,37.1
4.072,-1.385,156,90.2,115/85,36.6
4.076,-1.35,125,92.6,135/85,36.0
4.08,-1.305,140,94.6,139/89,36.3
4.084,-1.24,134,92.7,133/70,37.5
4.088,-1.155,162,95.6,137/87,36.6
4.092,-1.13,124,95.1,130/77,37.0
4.096,-1.015,174,94.0,105/78,36.5
4.1,-0.935,137,95.3,111/83,36.9
4.104,-0.87,101,92.7,117/76,37.1
4.108,-0.8,106,91.5,106/70,36.1
4.112,-0.745,133,94.6,103/77,36.2
4.116,-0.655,116,94.1,101/76,37.1
4.12,-0.535,142,95.7,101/73,37.0
4.124,-0.505,158,88.2,100/70,37.4
4.128,-0.42,150,90.3,138/80,36.4
4.132,-0.325,153,88.2,119/85,36.4
4.136,-0.225,123,90.9,136/84,36.7
4.14,-0.15,124,91.0,119/79,36.1
4.144,-0.065,170,88.2,117/80,36.6
4.148,-0.02,151,89.2,107/77,36.4
4.152,0.04,169,91.2,124/70,37.3
4.156,0.095,132,91.2,118/87,36.5
4.16,0.145,148,89.6,109/79,36.8
4.164,0.195,128,91.3,119/81,36.2
4.168,0.255,162,90.5,123/72,36.0
4.172,0.275,121,88.9,118/74,36.4
4.176,0.315,125,91.6,109/87,37.4
4.18,0.41,127,95.9,105/83,37.4
4.184,0.415,148,94.1,109/84,37.3
4.188,0.425,170,93.5,130/72,36.7
4.192,0.43,148,89.2,135/76,37.4
4.196,0.44,119,93.7,119/77,36.4
4.2,0.425,162,91.8,130/88,37.3
4.204,0.425,160,91.4,110/79,36.7
4.208,0.365,148,93.0,109/75,36.8
4.212,0.39,170,94.8,126/78,36.5
4.216,0.395,100,89.4,126/79,36.8
4.22,0.38,112,90.4,126/75,36.3
4.224,0.4,150,88.2,105/79,37.2
4.228,0.415,155,95.5,112/75,36.9
4.232,0.475,161,95.9,114/81,36.1
4.236,0.5,131,91.1,124/85,36.6
4.24,0.47,129,91.8,119/82,36.3
4.244,0.47,128,95.8,138/79,37.5
4.248,0.475,148,89.1,123/80,36.2
4.252,0.46,144,95.6,134/80,36.5
4.256,0.425,129,88.8,118/80,37.0
4.26,0.39,115,88.4,114/75,37.3
4.264,0.425,139,94.1,126/86,37.3
4.268,0.425,118,89.0,106/85,36.6
4.272,0.35,117,95.5,115/71,36.4
4.276,0.34,100,88.9,129/89,36.6
4.28,0.35,177,93.7,137/76,37.3
4.284,0.33,146,94.1,106/74,36.7
4.288,0.305,165,88.2,119/80,36.5
4.292,0.34,137,94.2,106/84,36.9
4.296,0.31,150,93.1,122/84,36.2
4.3,0.325,162,90.5,129/85,36.4
4.304,0.355,103,88.8,101/72,36.3
4.308,0.375,100,90.2,109/89,36.2
4.312,0.365,107,89.3,136/77,36.0
4.316,0.335,128,92.0,113/73,36.8
4.32,0.35,154,89.5,138/82,36.3
4.324,0.365,102,91.6,135/84,37.3
4.328,0.34,131,88.5,106/79,37.4
4.332,0.345,109,93.6,100/82,36.3
4.336,0.345,173,93.8,122/71,36.1
4.34,0.36,133,90.4,129/78,36.2
4.344,0.375,154,90.6,136/76,36.8
4.348,0.325,131,90.8,118/80,36.7
4.352,0.295,149,91.5,137/71,37.1
4.356,0.325,106,91.7,115/82,36.6
4.36,0.31,107,94.8,112/75,36.7
4.364,0.275,164,92.3,126/85,36.9
4.368,0.24,156,93.8,118/85,37.5
4.372,0.26,166,89.4,118/82,36.7
4.376,0.295,158,93.7,111/89,36.8
4.38,0.305,171,94.5,134/79,36.9
4.384,0.255,153,93.6,104/72,36.7
4.388,0.245,166,91.5,124/75,37.2
4.392,0.24,150,95.4,129/85,36.2
4.396,0.255,107,89.3,132/88,36.0
4.4,0.23,133,93.1,100/74,37.1
4.404,0.23,134,90.0,111/88,36.7
4.408,0.225,177,94.5,128/70,37.5
4.412,0.215,131,95.5,100/77,36.6
4.416,0.215,145,93.1,120/87,37.1
4.42,0.165,115,88.0,130/77,37.5
4.424,0.155,167,90.7,109/81,36.1
4.428,0.145,136,89.4,111/80,37.0
4.432,0.165,153,94.6,130/78,36.3
4.436,0.14,113,88.6,106/70,36.6
4.44,0.12,154,92.5,124/71,36.0
4.444,0.12,147,94.7,126/70,36.1
4.448,0.1,106,94.0,103/74,36.5
4.452,0.105,173,95.2,121/76,37.2
4.456,0.08,106,90.0,136/77,36.7
4.46,0.06,132,88.0,123/75,36.5
4.464,0.055,122,92.6,100/80,36.3
4.468,0.07,118,88.7,117/70,36.4
4.472,0.115,118,92.0,116/75,36.2
4.476,0.125,135,90.3,104/86,36.2
4.48,0.145,128,95.9,103/86,36.9
4.484,0.195,159,92.1,100/82,36.9
4.488,0.22,101,90.5,127/75,37.3
4.492,0.24,100,94.7,121/73,36.0
4.496,0.215,146,93.5,128/73,37.2
4.5,0.2,168,91.6,118/83,36.3
4.504,0.25,119,91.9,101/85,36.8
4.508,0.265,110,93.3,131/75,36.1
4.512,0.255,101,89.0,138/74,36.6
4.516,0.27,166,88.3,117/81,37.1
4.52,0.255,111,93.1,119/81,37.4
4.524,0.24,119,93.0,102/86,36.6
4.528,0.265,104,89.8,124/84,37.4
4.532,0.255,136,88.2,109/85,37.1
4.536,0.23,137,91.6,113/75,36.4
4.54,0.255,108,94.1,136/71,36.1
4.544,0.285,152,90.5,132/87,36.4
4.548,0.275,143,93.9,132/79,36.4
4.552,0.26,123,95.4,131/73,36.6
4.556,0.265,173,94.0,104/78,36.8
4.56,0.26,129,88.1,102/86,37.0
4.564,0.255,158,94.5,117/73,36.8
4.568,0.245,113,89.8,131/76,36.9
4.572,0.225,108,89.4,123/76,36.5
4.576,0.225,139,95.6,139/81,37.3
4.58,0.21,165,94.4,136/80,37.3
4.584,0.17,124,94.5,111/77,37.2
4.588,0.17,172,94.5,115/76,37.1
4.592,0.17,121,93.8,114/85,36.2
4.596,0.13,103,93.9,130/85,36.1
4.6,0.165,125,90.4,106/81,36.8
4.604,0.2,157,93.6,120/72,37.1
4.608,0.225,128,91.1,105/79,36.0
4.612,0.27,136,94.0,111/88,36.3
4.616,0.3,174,89.6,122/81,36.7
4.62,0.265,169,93.0,132/72,36.3
4.624,0.27,117,88.6,116/70,36.2
4.628,0.26,141,93.4,105/79,37.1
4.632,0.28,140,94.1,120/73,37.4
4.636,0.32,137,92.0,112/83,37.2
4.64,0.335,133,93.7,139/81,36.8
4.644,0.33,116,92.2,131/89,36.5
4.648,0.34,136,94.3,115/74,36.2
4.652,0.36,124,88.1,122/78,36.8
4.656,0.385,175,89.6,102/87,36.8
4.66,0.41,126,93.7,119/88,36.9
4.664,0.42,156,92.3,103/85,37.2
4.668,0.385,130,92.7,137/82,37.2
4.672,0.435,105,90.8,120/74,36.5
4.676,0.75,139,89.1,137/75,36.3
4.68,1.3,111,89.8,101/87,36.4
4.684,1.93,152,89.4,121/86,36.1
4.688,2.565,170,90.2,121/77,37.4
4.692,3.2,109,91.4,108/80,37.1
4.696,3.835,144,92.2,119/88,36.7
4.7,4.47,116,93.2,129/86,37.2
4.704,4.85,125,88.1,104/81,37.1
4.708,4.99,161,91.2,123/76,37.1
4.712,4.805,145,94.2,101/77,37.4
4.716,4.165,163,89.1,107/74,36.3
4.72,3.63,101,92.0,134/89,37.2
4.724,3.4,153,92.1,103/86,37.2
4.728,2.76,164,95.6,108/81,37.0
4.732,2.12,150,88.8,102/85,36.9
4.736,1.48,152,95.0,105/70,36.9
4.74,0.84,135,93.0,118/75,36.9
4.744,0.2,125,90.5,125/87,36.8
4.748,-0.44,128,92.9,119/78,37.4
4.752,-1.08,120,93.9,123/76,36.3
4.756,-1.01,110,89.4,126/86,37.5
4.76,-0.8,139,95.6,100/78,36.5
4.764,-0.7,110,93.7,106/78,36.2
4.768,-0.575,135,94.3,129/83,36.3
4.772,-0.5,158,88.7,123/73,36.8
4.776,-0.44,138,91.7,122/74,36.7
4.78,-0.42,153,92.9,131/79,36.4
4.784,-0.45,154,89.5,131/85,37.1
4.788,-0.48,123,92.8,114/74,36.8
4.792,-0.465,121,95.2,125/87,36.6
4.796,-0.44,168,89.7,119/73,37.3
4.8,-0.45,155,91.4,116/85,37.3
4.804,-0.47,132,90.9,100/88,36.0
4.808,-0.495,135,95.1,103/70,36.2
4.812,-0.485,119,88.9,129/81,36.3
4.816,-0.475,161,91.4,118/79,37.4
4.82,-0.5,172,90.8,134/75,36.4
4.824,-0.51,125,94.2,104/71,37.1
4.828,-0.5,165,93.6,121/84,36.4
4.832,-0.55,172,90.1,100/72,36.6
4.836,-0.58,172,89.2,124/87,37.1
4.84,-0.595,139,88.2,119/75,36.0
4.844,-0.59,116,89.8,117/86,37.5
4.848,-0.62,100,90.9,121/70,36.8
4.852,-0.665,160,94.8,121/72,37.2
4.856,-0.7,142,95.6,121/76,36.4
4.86,-0.74,141,94.0,102/74,36.5
4.864,-0.79,124,90.9,133/86,36.1
4.868,-0.805,138,94.2,112/80,36.4
4.872,-0.78,134,94.3,121/79,37.5
4.876,-0.83,102,93.1,121/83,36.8
4.88,-0.865,143,90.2,100/84,36.9
4.884,-0.86,150,93.9,124/82,36.8
4.888,-0.905,111,91.6,102/83,36.3
4.892,-0.93,118,89.8,115/87,37.1
4.896,-0.975,143,93.4,101/83,36.1
4.9,-0.945,158,93.3,118/83,36.2
4.904,-0.98,148,90.2,107/80,36.3
4.908,-0.985,160,89.5,137/74,36.0
4.912,-0.97,116,95.0,103/72,36.7
4.916,-0.98,173,94.1,125/75,36.7
4.92,-1.03,156,95.3,125/71,36.6
4.924,-1.09,154,89.2,137/81,37.3
4.928,-1.1,146,93.4,130/88,37.5
4.932,-1.08,111,88.0,120/84,36.1
4.936,-1.08,161,91.0,100/89,36.9
4.94,-1.095,179,92.5,130/87,36.1
4.944,-1.15,107,92.4,111/79,36.1
4.948,-1.18,120,92.7,114/79,37.2
4.952,-1.235,179,93.9,118/79,36.3
4.956,-1.265,169,92.7,124/82,36.5
4.96,-1.285,171,89.0,132/75,36.5
